Area_name,Area_type,Average_2018_2019,Category,Count,Month,Type,Variation (%)
Falkirk,HSC partnership,30,65-79,17,2020-05-01,age,-43.3
Fife,HSC partnership,92.5,65-79,59,2020-05-01,age,-36.2
Glasgow City,HSC partnership,110,65-79,91,2020-05-01,age,-17.3
Highland,HSC partnership,34,65-79,32,2020-05-01,age,-5.9
Inverclyde,HSC partnership,18,65-79,16,2020-05-01,age,-11.1
Midlothian,HSC partnership,13.5,65-79,15,2020-05-01,age,11.1
Moray,HSC partnership,16,65-79,14,2020-05-01,age,-12.5
North Ayrshire,HSC partnership,34,65-79,24,2020-05-01,age,-29.4
North Lanarkshire,HSC partnership,66.5,65-79,46,2020-05-01,age,-30.8
Perth & Kinross,HSC partnership,38,65-79,33,2020-05-01,age,-13.2
Renfrewshire,HSC partnership,31,65-79,22,2020-05-01,age,-29
Scottish Borders,HSC partnership,24,65-79,17,2020-05-01,age,-29.2
South Ayrshire,HSC partnership,28,65-79,20,2020-05-01,age,-28.6
South Lanarkshire,HSC partnership,61,65-79,52,2020-05-01,age,-14.8
West Dunbartonshire,HSC partnership,21.5,65-79,12,2020-05-01,age,-44.2
West Lothian,HSC partnership,24.5,65-79,33,2020-05-01,age,34.7
Western Isles,HSC partnership,11,65-79,9,2020-05-01,age,-18.2
Aberdeen City,HSC partnership,48.5,80 and over,46,2020-05-01,age,-5.2
Aberdeenshire,HSC partnership,44,80 and over,35,2020-05-01,age,-20.5
Angus,HSC partnership,42,80 and over,30,2020-05-01,age,-28.6
Argyll & Bute,HSC partnership,27,80 and over,28,2020-05-01,age,3.7
Clackmannanshire & Stirling,HSC partnership,29.5,80 and over,29,2020-05-01,age,-1.7
Dumfries & Galloway,HSC partnership,43.5,80 and over,32,2020-05-01,age,-26.4
Dundee City,HSC partnership,36,80 and over,41,2020-05-01,age,13.9
East Ayrshire,HSC partnership,23,80 and over,28,2020-05-01,age,21.7
East Dunbartonshire,HSC partnership,36,80 and over,31,2020-05-01,age,-13.9
East Lothian,HSC partnership,17,80 and over,28,2020-05-01,age,64.7
East Renfrewshire,HSC partnership,24,80 and over,25,2020-05-01,age,4.2
Edinburgh,HSC partnership,109.5,80 and over,133,2020-05-01,age,21.5
Falkirk,HSC partnership,38,80 and over,34,2020-05-01,age,-10.5
Fife,HSC partnership,115,80 and over,114,2020-05-01,age,-0.9
Glasgow City,HSC partnership,131.5,80 and over,101,2020-05-01,age,-23.2
Highland,HSC partnership,44,80 and over,29,2020-05-01,age,-34.1
Inverclyde,HSC partnership,21.5,80 and over,18,2020-05-01,age,-16.3
Midlothian,HSC partnership,18,80 and over,17,2020-05-01,age,-5.6
Moray,HSC partnership,18.5,80 and over,8,2020-05-01,age,-56.8
North Ayrshire,HSC partnership,35,80 and over,34,2020-05-01,age,-2.9
North Lanarkshire,HSC partnership,64.5,80 and over,45,2020-05-01,age,-30.2
Orkney Islands,HSC partnership,4.5,80 and over,8,2020-05-01,age,77.8
Perth & Kinross,HSC partnership,49.5,80 and over,56,2020-05-01,age,13.1
Renfrewshire,HSC partnership,33.5,80 and over,25,2020-05-01,age,-25.4
Scottish Borders,HSC partnership,33,80 and over,29,2020-05-01,age,-12.1
Shetland Islands,HSC partnership,3.5,80 and over,6,2020-05-01,age,71.4
South Ayrshire,HSC partnership,33.5,80 and over,25,2020-05-01,age,-25.4
South Lanarkshire,HSC partnership,75.5,80 and over,60,2020-05-01,age,-20.5
West Dunbartonshire,HSC partnership,21,80 and over,15,2020-05-01,age,-28.6
West Lothian,HSC partnership,32.5,80 and over,18,2020-05-01,age,-44.6
Western Isles,HSC partnership,6.5,80 and over,9,2020-05-01,age,38.5
Aberdeen City,HSC partnership,206.5,All,261,2020-05-01,all,26.4
Aberdeenshire,HSC partnership,208.5,All,227,2020-05-01,all,8.9
Angus,HSC partnership,148,All,100,2020-05-01,all,-32.4
Argyll & Bute,HSC partnership,102,All,97,2020-05-01,all,-4.9
Clackmannanshire & Stirling,HSC partnership,121.5,All,122,2020-05-01,all,0.4
Dumfries & Galloway,HSC partnership,155.5,All,116,2020-05-01,all,-25.4
Dundee City,HSC partnership,173.5,All,154,2020-05-01,all,-11.2
East Ayrshire,HSC partnership,137.5,All,98,2020-05-01,all,-28.7
East Dunbartonshire,HSC partnership,113.5,All,93,2020-05-01,all,-18.1
East Lothian,HSC partnership,74,All,83,2020-05-01,all,12.2
East Renfrewshire,HSC partnership,81.5,All,67,2020-05-01,all,-17.8
Edinburgh,HSC partnership,360,All,367,2020-05-01,all,1.9
Falkirk,HSC partnership,167.5,All,121,2020-05-01,all,-27.8
Fife,HSC partnership,393.5,All,315,2020-05-01,all,-19.9
Glasgow City,HSC partnership,710.5,All,541,2020-05-01,all,-23.9
Highland,HSC partnership,195.5,All,140,2020-05-01,all,-28.4
Inverclyde,HSC partnership,85.5,All,69,2020-05-01,all,-19.3
Midlothian,HSC partnership,75.5,All,68,2020-05-01,all,-9.9
Moray,HSC partnership,74.5,All,44,2020-05-01,all,-40.9
North Ayrshire,HSC partnership,156.5,All,124,2020-05-01,all,-20.8
North Lanarkshire,HSC partnership,344.5,All,259,2020-05-01,all,-24.8
Orkney Islands,HSC partnership,17.5,All,13,2020-05-01,all,-25.7
Perth & Kinross,HSC partnership,163,All,143,2020-05-01,all,-12.3
Renfrewshire,HSC partnership,167.5,All,111,2020-05-01,all,-33.7
Scottish Borders,HSC partnership,126,All,83,2020-05-01,all,-34.1
Shetland Islands,HSC partnership,17,All,14,2020-05-01,all,-17.6
South Ayrshire,HSC partnership,123.5,All,99,2020-05-01,all,-19.8
South Lanarkshire,HSC partnership,321.5,All,256,2020-05-01,all,-20.4
West Dunbartonshire,HSC partnership,108,All,76,2020-05-01,all,-29.6
West Lothian,HSC partnership,167,All,130,2020-05-01,all,-22.2
Western Isles,HSC partnership,40,All,34,2020-05-01,all,-15
Aberdeen City,HSC partnership,96.5,Female,135,2020-05-01,sex,39.9
Aberdeenshire,HSC partnership,98,Female,116,2020-05-01,sex,18.4
Angus,HSC partnership,71.5,Female,51,2020-05-01,sex,-28.7
Argyll & Bute,HSC partnership,49.5,Female,54,2020-05-01,sex,9.1
Clackmannanshire & Stirling,HSC partnership,58,Female,65,2020-05-01,sex,12.1
Dumfries & Galloway,HSC partnership,82,Female,66,2020-05-01,sex,-19.5
Dundee City,HSC partnership,83,Female,85,2020-05-01,sex,2.4
East Ayrshire,HSC partnership,69.5,Female,52,2020-05-01,sex,-25.2
East Dunbartonshire,HSC partnership,56.5,Female,54,2020-05-01,sex,-4.4
East Lothian,HSC partnership,38,Female,54,2020-05-01,sex,42.1
East Renfrewshire,HSC partnership,42.5,Female,35,2020-05-01,sex,-17.6
Edinburgh,HSC partnership,185.5,Female,212,2020-05-01,sex,14.3
Falkirk,HSC partnership,81.5,Female,61,2020-05-01,sex,-25.2
Fife,HSC partnership,195.5,Female,161,2020-05-01,sex,-17.6
Glasgow City,HSC partnership,341,Female,253,2020-05-01,sex,-25.8
Highland,HSC partnership,88.5,Female,68,2020-05-01,sex,-23.2
Inverclyde,HSC partnership,42,Female,40,2020-05-01,sex,-4.8
Midlothian,HSC partnership,38,Female,40,2020-05-01,sex,5.3
Moray,HSC partnership,37,Female,24,2020-05-01,sex,-35.1
North Ayrshire,HSC partnership,77,Female,65,2020-05-01,sex,-15.6
North Lanarkshire,HSC partnership,158,Female,123,2020-05-01,sex,-22.2
Perth & Kinross,HSC partnership,84.5,Female,79,2020-05-01,sex,-6.5
Renfrewshire,HSC partnership,76.5,Female,64,2020-05-01,sex,-16.3
Scottish Borders,HSC partnership,60,Female,43,2020-05-01,sex,-28.3
Shetland Islands,HSC partnership,9.5,Female,6,2020-05-01,sex,-36.8
South Ayrshire,HSC partnership,69.5,Female,58,2020-05-01,sex,-16.5
South Lanarkshire,HSC partnership,168,Female,142,2020-05-01,sex,-15.5
West Dunbartonshire,HSC partnership,54,Female,40,2020-05-01,sex,-25.9
West Lothian,HSC partnership,76.5,Female,61,2020-05-01,sex,-20.3
Western Isles,HSC partnership,17.5,Female,16,2020-05-01,sex,-8.6
Aberdeen City,HSC partnership,81.5,Home,131,2020-05-01,injurylocation,60.7
Aberdeenshire,HSC partnership,73,Home,115,2020-05-01,injurylocation,57.5
Angus,HSC partnership,55,Home,54,2020-05-01,injurylocation,-1.8
Argyll & Bute,HSC partnership,41.5,Home,47,2020-05-01,injurylocation,13.3
Clackmannanshire & Stirling,HSC partnership,30,Home,49,2020-05-01,injurylocation,63.3
Dumfries & Galloway,HSC partnership,75,Home,71,2020-05-01,injurylocation,-5.3
Dundee City,HSC partnership,56.5,Home,77,2020-05-01,injurylocation,36.3
East Ayrshire,HSC partnership,43.5,Home,46,2020-05-01,injurylocation,5.7
East Dunbartonshire,HSC partnership,26,Home,36,2020-05-01,injurylocation,38.5
East Lothian,HSC partnership,26.5,Home,42,2020-05-01,injurylocation,58.5
East Renfrewshire,HSC partnership,29,Home,29,2020-05-01,injurylocation,0
Edinburgh,HSC partnership,148,Home,207,2020-05-01,injurylocation,39.9
Falkirk,HSC partnership,43,Home,47,2020-05-01,injurylocation,9.3
Fife,HSC partnership,166.5,Home,147,2020-05-01,injurylocation,-11.7
Glasgow City,HSC partnership,169,Home,189,2020-05-01,injurylocation,11.8
Highland,HSC partnership,52.5,Home,53,2020-05-01,injurylocation,1
Inverclyde,HSC partnership,29.5,Home,31,2020-05-01,injurylocation,5.1
Midlothian,HSC partnership,26,Home,33,2020-05-01,injurylocation,26.9
Moray,HSC partnership,20,Home,12,2020-05-01,injurylocation,-40
North Ayrshire,HSC partnership,53.5,Home,58,2020-05-01,injurylocation,8.4
North Lanarkshire,HSC partnership,93,Home,101,2020-05-01,injurylocation,8.6
Orkney Islands,HSC partnership,5.5,Home,9,2020-05-01,injurylocation,63.6
Perth & Kinross,HSC partnership,52.5,Home,71,2020-05-01,injurylocation,35.2
Renfrewshire,HSC partnership,48.5,Home,39,2020-05-01,injurylocation,-19.6
Scottish Borders,HSC partnership,54.5,Home,49,2020-05-01,injurylocation,-10.1
Shetland Islands,HSC partnership,5,Home,7,2020-05-01,injurylocation,40
South Ayrshire,HSC partnership,50,Home,53,2020-05-01,injurylocation,6
South Lanarkshire,HSC partnership,87.5,Home,120,2020-05-01,injurylocation,37.1
West Dunbartonshire,HSC partnership,32.5,Home,26,2020-05-01,injurylocation,-20
West Lothian,HSC partnership,52,Home,66,2020-05-01,injurylocation,26.9
Western Isles,HSC partnership,5,Home,11,2020-05-01,injurylocation,120
Aberdeen City,HSC partnership,110,Male,126,2020-05-01,sex,14.5
Aberdeenshire,HSC partnership,110.5,Male,111,2020-05-01,sex,0.5
Angus,HSC partnership,76.5,Male,49,2020-05-01,sex,-35.9
Argyll & Bute,HSC partnership,52.5,Male,43,2020-05-01,sex,-18.1
Clackmannanshire & Stirling,HSC partnership,63.5,Male,57,2020-05-01,sex,-10.2
Dumfries & Galloway,HSC partnership,73.5,Male,50,2020-05-01,sex,-32
Dundee City,HSC partnership,90.5,Male,69,2020-05-01,sex,-23.8
East Ayrshire,HSC partnership,68,Male,46,2020-05-01,sex,-32.4
East Dunbartonshire,HSC partnership,57,Male,39,2020-05-01,sex,-31.6
East Lothian,HSC partnership,36,Male,29,2020-05-01,sex,-19.4
East Renfrewshire,HSC partnership,39,Male,32,2020-05-01,sex,-17.9
Edinburgh,HSC partnership,174.5,Male,155,2020-05-01,sex,-11.2
Falkirk,HSC partnership,86,Male,60,2020-05-01,sex,-30.2
Fife,HSC partnership,198,Male,154,2020-05-01,sex,-22.2
Glasgow City,HSC partnership,369.5,Male,288,2020-05-01,sex,-22.1
Highland,HSC partnership,107,Male,72,2020-05-01,sex,-32.7
Inverclyde,HSC partnership,43.5,Male,29,2020-05-01,sex,-33.3
Midlothian,HSC partnership,37.5,Male,28,2020-05-01,sex,-25.3
Moray,HSC partnership,37.5,Male,20,2020-05-01,sex,-46.7
North Ayrshire,HSC partnership,79.5,Male,59,2020-05-01,sex,-25.8
North Lanarkshire,HSC partnership,186.5,Male,136,2020-05-01,sex,-27.1
Orkney Islands,HSC partnership,9,Male,9,2020-05-01,sex,0
Perth & Kinross,HSC partnership,78.5,Male,64,2020-05-01,sex,-18.5
Renfrewshire,HSC partnership,91,Male,47,2020-05-01,sex,-48.4
Scottish Borders,HSC partnership,66,Male,40,2020-05-01,sex,-39.4
Shetland Islands,HSC partnership,7.5,Male,8,2020-05-01,sex,6.7
South Ayrshire,HSC partnership,54,Male,41,2020-05-01,sex,-24.1
South Lanarkshire,HSC partnership,153.5,Male,114,2020-05-01,sex,-25.7
West Dunbartonshire,HSC partnership,54,Male,36,2020-05-01,sex,-33.3
West Lothian,HSC partnership,90.5,Male,69,2020-05-01,sex,-23.8
Western Isles,HSC partnership,22.5,Male,18,2020-05-01,sex,-20
Aberdeen City,HSC partnership,50.5,Other,50,2020-05-01,injurylocation,-1
Aberdeenshire,HSC partnership,49.5,Other,45,2020-05-01,injurylocation,-9.1
Angus,HSC partnership,26.5,Other,14,2020-05-01,injurylocation,-47.2
Argyll & Bute,HSC partnership,14.5,Other,13,2020-05-01,injurylocation,-10.3
Clackmannanshire & Stirling,HSC partnership,20.5,Other,13,2020-05-01,injurylocation,-36.6
Dumfries & Galloway,HSC partnership,35,Other,18,2020-05-01,injurylocation,-48.6
Dundee City,HSC partnership,33,Other,20,2020-05-01,injurylocation,-39.4
East Ayrshire,HSC partnership,20.5,Other,13,2020-05-01,injurylocation,-36.6
East Dunbartonshire,HSC partnership,17.5,Other,12,2020-05-01,injurylocation,-31.4
East Lothian,HSC partnership,9.5,Other,10,2020-05-01,injurylocation,5.3
East Renfrewshire,HSC partnership,12,Other,6,2020-05-01,injurylocation,-50
Edinburgh,HSC partnership,64.5,Other,44,2020-05-01,injurylocation,-31.8
Falkirk,HSC partnership,23,Other,12,2020-05-01,injurylocation,-47.8
Fife,HSC partnership,61,Other,41,2020-05-01,injurylocation,-32.8
Glasgow City,HSC partnership,83,Other,38,2020-05-01,injurylocation,-54.2
Highland,HSC partnership,29.5,Other,13,2020-05-01,injurylocation,-55.9
Inverclyde,HSC partnership,9,Other,5,2020-05-01,injurylocation,-44.4
Midlothian,HSC partnership,14.5,Other,6,2020-05-01,injurylocation,-58.6
North Ayrshire,HSC partnership,29,Other,14,2020-05-01,injurylocation,-51.7
North Lanarkshire,HSC partnership,40.5,Other,16,2020-05-01,injurylocation,-60.5
Perth & Kinross,HSC partnership,30,Other,19,2020-05-01,injurylocation,-36.7
Renfrewshire,HSC partnership,28.5,Other,9,2020-05-01,injurylocation,-68.4
Scottish Borders,HSC partnership,22.5,Other,10,2020-05-01,injurylocation,-55.6
South Ayrshire,HSC partnership,18.5,Other,6,2020-05-01,injurylocation,-67.6
South Lanarkshire,HSC partnership,44,Other,19,2020-05-01,injurylocation,-56.8
West Lothian,HSC partnership,27,Other,14,2020-05-01,injurylocation,-48.1
Western Isles,HSC partnership,5,Other,5,2020-05-01,injurylocation,0
Aberdeen City,HSC partnership,55,Undisclosed,47,2020-05-01,injurylocation,-14.5
Aberdeenshire,HSC partnership,51.5,Undisclosed,39,2020-05-01,injurylocation,-24.3
Angus,HSC partnership,54,Undisclosed,23,2020-05-01,injurylocation,-57.4
Argyll & Bute,HSC partnership,30.5,Undisclosed,30,2020-05-01,injurylocation,-1.6
Clackmannanshire & Stirling,HSC partnership,59,Undisclosed,52,2020-05-01,injurylocation,-11.9
Dumfries & Galloway,HSC partnership,26,Undisclosed,19,2020-05-01,injurylocation,-26.9
Dundee City,HSC partnership,69,Undisclosed,41,2020-05-01,injurylocation,-40.6
East Ayrshire,HSC partnership,60.5,Undisclosed,28,2020-05-01,injurylocation,-53.7
East Dunbartonshire,HSC partnership,59.5,Undisclosed,39,2020-05-01,injurylocation,-34.5
East Lothian,HSC partnership,31.5,Undisclosed,21,2020-05-01,injurylocation,-33.3
East Renfrewshire,HSC partnership,32.5,Undisclosed,26,2020-05-01,injurylocation,-20
Edinburgh,HSC partnership,121.5,Undisclosed,97,2020-05-01,injurylocation,-20.2
Falkirk,HSC partnership,90,Undisclosed,52,2020-05-01,injurylocation,-42.2
Fife,HSC partnership,127.5,Undisclosed,95,2020-05-01,injurylocation,-25.5
Glasgow City,HSC partnership,415,Undisclosed,268,2020-05-01,injurylocation,-35.4
Highland,HSC partnership,87,Undisclosed,64,2020-05-01,injurylocation,-26.4
Inverclyde,HSC partnership,42.5,Undisclosed,29,2020-05-01,injurylocation,-31.8
Midlothian,HSC partnership,27.5,Undisclosed,23,2020-05-01,injurylocation,-16.4
Moray,HSC partnership,35,Undisclosed,23,2020-05-01,injurylocation,-34.3
North Ayrshire,HSC partnership,65.5,Undisclosed,43,2020-05-01,injurylocation,-34.4
North Lanarkshire,HSC partnership,192.5,Undisclosed,119,2020-05-01,injurylocation,-38.2
Perth & Kinross,HSC partnership,65.5,Undisclosed,41,2020-05-01,injurylocation,-37.4
Renfrewshire,HSC partnership,77,Undisclosed,51,2020-05-01,injurylocation,-33.8
Scottish Borders,HSC partnership,32.5,Undisclosed,11,2020-05-01,injurylocation,-66.2
South Ayrshire,HSC partnership,43,Undisclosed,31,2020-05-01,injurylocation,-27.9
South Lanarkshire,HSC partnership,169,Undisclosed,92,2020-05-01,injurylocation,-45.6
West Dunbartonshire,HSC partnership,53,Undisclosed,42,2020-05-01,injurylocation,-20.8
West Lothian,HSC partnership,70,Undisclosed,38,2020-05-01,injurylocation,-45.7
Western Isles,HSC partnership,25.5,Undisclosed,15,2020-05-01,injurylocation,-41.2
Scotland,Scotland,287.5,0-4,236,2020-05-01,age,-17.9
Scotland,Scotland,1427,1 - most deprived,1195,2020-05-01,dep,-16.3
Scotland,Scotland,226,12-17,110,2020-05-01,age,-51.3
Scotland,Scotland,278,18-24,189,2020-05-01,age,-32
Scotland,Scotland,1205.5,2,923,2020-05-01,dep,-23.4
Scotland,Scotland,830.5,25-44,744,2020-05-01,age,-10.4
Scotland,Scotland,1036,3,804,2020-05-01,dep,-22.4
Scotland,Scotland,892.5,4,819,2020-05-01,dep,-8.2
Scotland,Scotland,1076.5,45-64,933,2020-05-01,age,-13.3
Scotland,Scotland,775.5,5 - least deprived,684,2020-05-01,dep,-11.8
Scotland,Scotland,375.5,5-11,182,2020-05-01,age,-51.5
Scotland,Scotland,1003.5,65-79,894,2020-05-01,age,-10.9
Scotland,Scotland,1259,80 and over,1137,2020-05-01,age,-9.7
Scotland,Scotland,5336.5,All,4425,2020-05-01,all,-17.1
Scotland,Scotland,2613.5,Female,2327,2020-05-01,sex,-11
Scotland,Scotland,1731.5,Home,2026,2020-05-01,injurylocation,17
Scotland,Scotland,2723,Male,2098,2020-05-01,sex,-23
Scotland,Scotland,851,Other,491,2020-05-01,injurylocation,-42.3
Scotland,Scotland,2280,Undisclosed,1505,2020-05-01,injurylocation,-34
NHS Ayrshire & Arran,Health board,22,0-4,12,2020-04-01,age,-45.5
NHS Dumfries & Galloway,Health board,5,0-4,6,2020-04-01,age,20
NHS Fife,Health board,13.5,0-4,11,2020-04-01,age,-18.5
NHS Forth Valley,Health board,14.5,0-4,5,2020-04-01,age,-65.5
NHS Grampian,Health board,29.5,0-4,19,2020-04-01,age,-35.6
NHS Greater Glasgow & Clyde,Health board,65.5,0-4,40,2020-04-01,age,-38.9
NHS Highland,Health board,11.5,0-4,5,2020-04-01,age,-56.5
NHS Lanarkshire,Health board,33.5,0-4,27,2020-04-01,age,-19.4
NHS Lothian,Health board,34,0-4,21,2020-04-01,age,-38.2
NHS Tayside,Health board,18,0-4,16,2020-04-01,age,-11.1
NHS Ayrshire & Arran,Health board,126.5,1 - most deprived,72,2020-04-01,dep,-43.1
NHS Borders,Health board,6,1 - most deprived,6,2020-04-01,dep,0
NHS Dumfries & Galloway,Health board,17,1 - most deprived,10,2020-04-01,dep,-41.2
NHS Fife,Health board,97,1 - most deprived,49,2020-04-01,dep,-49.5
NHS Forth Valley,Health board,53,1 - most deprived,37,2020-04-01,dep,-30.2
NHS Grampian,Health board,38,1 - most deprived,44,2020-04-01,dep,15.8
NHS Greater Glasgow & Clyde,Health board,522,1 - most deprived,306,2020-04-01,dep,-41.4
NHS Highland,Health board,39,1 - most deprived,24,2020-04-01,dep,-38.5
NHS Lanarkshire,Health board,203.5,1 - most deprived,142,2020-04-01,dep,-30.2
NHS Lothian,Health board,89,1 - most deprived,81,2020-04-01,dep,-9
NHS Tayside,Health board,92.5,1 - most deprived,70,2020-04-01,dep,-24.3
NHS Ayrshire & Arran,Health board,12.5,12-17,5,2020-04-01,age,-60
NHS Forth Valley,Health board,4.5,12-17,6,2020-04-01,age,33.3
NHS Grampian,Health board,18.5,12-17,10,2020-04-01,age,-45.9
NHS Greater Glasgow & Clyde,Health board,51,12-17,12,2020-04-01,age,-76.5
NHS Lanarkshire,Health board,24,12-17,7,2020-04-01,age,-70.8
NHS Lothian,Health board,17.5,12-17,9,2020-04-01,age,-48.6
NHS Ayrshire & Arran,Health board,22.5,18-24,9,2020-04-01,age,-60
NHS Fife,Health board,16.5,18-24,5,2020-04-01,age,-69.7
NHS Forth Valley,Health board,10.5,18-24,11,2020-04-01,age,4.8
NHS Grampian,Health board,23.5,18-24,18,2020-04-01,age,-23.4
NHS Greater Glasgow & Clyde,Health board,68.5,18-24,18,2020-04-01,age,-73.7
NHS Highland,Health board,17.5,18-24,5,2020-04-01,age,-71.4
NHS Lanarkshire,Health board,31.5,18-24,16,2020-04-01,age,-49.2
NHS Lothian,Health board,37.5,18-24,18,2020-04-01,age,-52
NHS Tayside,Health board,20.5,18-24,10,2020-04-01,age,-51.2
NHS Ayrshire & Arran,Health board,94,2,53,2020-04-01,dep,-43.6
NHS Borders,Health board,18.5,2,14,2020-04-01,dep,-24.3
NHS Dumfries & Galloway,Health board,47,2,21,2020-04-01,dep,-55.3
NHS Fife,Health board,86,2,48,2020-04-01,dep,-44.2
NHS Forth Valley,Health board,69,2,46,2020-04-01,dep,-33.3
NHS Grampian,Health board,82.5,2,71,2020-04-01,dep,-13.9
NHS Greater Glasgow & Clyde,Health board,213.5,2,127,2020-04-01,dep,-40.5
NHS Highland,Health board,57,2,34,2020-04-01,dep,-40.4
NHS Lanarkshire,Health board,166.5,2,97,2020-04-01,dep,-41.7
NHS Lothian,Health board,177.5,2,138,2020-04-01,dep,-22.3
NHS Tayside,Health board,86,2,60,2020-04-01,dep,-30.2
NHS Ayrshire & Arran,Health board,55,25-44,24,2020-04-01,age,-56.4
NHS Dumfries & Galloway,Health board,16,25-44,9,2020-04-01,age,-43.8
NHS Fife,Health board,44.5,25-44,32,2020-04-01,age,-28.1
NHS Forth Valley,Health board,43.5,25-44,33,2020-04-01,age,-24.1
NHS Grampian,Health board,82.5,25-44,65,2020-04-01,age,-21.2
NHS Greater Glasgow & Clyde,Health board,207,25-44,120,2020-04-01,age,-42
NHS Highland,Health board,47,25-44,26,2020-04-01,age,-44.7
NHS Lanarkshire,Health board,103,25-44,60,2020-04-01,age,-41.7
NHS Lothian,Health board,104,25-44,100,2020-04-01,age,-3.8
NHS Tayside,Health board,60.5,25-44,51,2020-04-01,age,-15.7
NHS Western Isles,Health board,5,25-44,6,2020-04-01,age,20
NHS Ayrshire & Arran,Health board,71.5,3,34,2020-04-01,dep,-52.4
NHS Borders,Health board,38,3,24,2020-04-01,dep,-36.8
NHS Dumfries & Galloway,Health board,52.5,3,44,2020-04-01,dep,-16.2
NHS Fife,Health board,61,3,42,2020-04-01,dep,-31.1
NHS Forth Valley,Health board,50,3,39,2020-04-01,dep,-22
NHS Grampian,Health board,99.5,3,85,2020-04-01,dep,-14.6
NHS Greater Glasgow & Clyde,Health board,143,3,85,2020-04-01,dep,-40.6
NHS Highland,Health board,111.5,3,59,2020-04-01,dep,-47.1
NHS Lanarkshire,Health board,102.5,3,61,2020-04-01,dep,-40.5
NHS Lothian,Health board,104,3,109,2020-04-01,dep,4.8
NHS Tayside,Health board,88.5,3,52,2020-04-01,dep,-41.2
NHS Western Isles,Health board,34,3,22,2020-04-01,dep,-35.3
NHS Ayrshire & Arran,Health board,62.5,4,32,2020-04-01,dep,-48.8
NHS Borders,Health board,23.5,4,20,2020-04-01,dep,-14.9
NHS Dumfries & Galloway,Health board,25.5,4,24,2020-04-01,dep,-5.9
NHS Fife,Health board,63.5,4,44,2020-04-01,dep,-30.7
NHS Forth Valley,Health board,48,4,47,2020-04-01,dep,-2.1
NHS Grampian,Health board,124,4,88,2020-04-01,dep,-29
NHS Greater Glasgow & Clyde,Health board,127.5,4,71,2020-04-01,dep,-44.3
NHS Highland,Health board,63,4,45,2020-04-01,dep,-28.6
NHS Lanarkshire,Health board,90.5,4,43,2020-04-01,dep,-52.5
NHS Lothian,Health board,86.5,4,84,2020-04-01,dep,-2.9
NHS Shetland,Health board,8.5,4,5,2020-04-01,dep,-41.2
NHS Tayside,Health board,106.5,4,91,2020-04-01,dep,-14.6
NHS Ayrshire & Arran,Health board,73.5,45-64,37,2020-04-01,age,-49.7
NHS Borders,Health board,18,45-64,13,2020-04-01,age,-27.8
NHS Dumfries & Galloway,Health board,31,45-64,19,2020-04-01,age,-38.7
NHS Fife,Health board,54.5,45-64,37,2020-04-01,age,-32.1
NHS Forth Valley,Health board,49,45-64,27,2020-04-01,age,-44.9
NHS Grampian,Health board,86,45-64,59,2020-04-01,age,-31.4
NHS Greater Glasgow & Clyde,Health board,252.5,45-64,151,2020-04-01,age,-40.2
NHS Highland,Health board,54.5,45-64,34,2020-04-01,age,-37.6
NHS Lanarkshire,Health board,139,45-64,88,2020-04-01,age,-36.7
NHS Lothian,Health board,106,45-64,89,2020-04-01,age,-16
NHS Tayside,Health board,93.5,45-64,61,2020-04-01,age,-34.8
NHS Western Isles,Health board,7.5,45-64,5,2020-04-01,age,-33.3
NHS Ayrshire & Arran,Health board,47.5,5 - least deprived,24,2020-04-01,dep,-49.5
NHS Borders,Health board,6,5 - least deprived,6,2020-04-01,dep,0
NHS Fife,Health board,39,5 - least deprived,25,2020-04-01,dep,-35.9
NHS Forth Valley,Health board,50,5 - least deprived,30,2020-04-01,dep,-40
NHS Grampian,Health board,109,5 - least deprived,69,2020-04-01,dep,-36.7
NHS Greater Glasgow & Clyde,Health board,187,5 - least deprived,109,2020-04-01,dep,-41.7
NHS Highland,Health board,17.5,5 - least deprived,7,2020-04-01,dep,-60
NHS Lanarkshire,Health board,51.5,5 - least deprived,41,2020-04-01,dep,-20.4
NHS Lothian,Health board,148.5,5 - least deprived,146,2020-04-01,dep,-1.7
NHS Tayside,Health board,69.5,5 - least deprived,50,2020-04-01,dep,-28.1
NHS Ayrshire & Arran,Health board,22,5-11,13,2020-04-01,age,-40.9
NHS Fife,Health board,19.5,5-11,10,2020-04-01,age,-48.7
NHS Forth Valley,Health board,14.5,5-11,11,2020-04-01,age,-24.1
NHS Grampian,Health board,35,5-11,12,2020-04-01,age,-65.7
NHS Greater Glasgow & Clyde,Health board,58,5-11,36,2020-04-01,age,-37.9
NHS Highland,Health board,7,5-11,6,2020-04-01,age,-14.3
NHS Lanarkshire,Health board,41,5-11,18,2020-04-01,age,-56.1
NHS Lothian,Health board,26.5,5-11,5,2020-04-01,age,-81.1
NHS Tayside,Health board,23,5-11,16,2020-04-01,age,-30.4
NHS Ayrshire & Arran,Health board,82.5,65-79,40,2020-04-01,age,-51.5
NHS Borders,Health board,20.5,65-79,19,2020-04-01,age,-7.3
NHS Dumfries & Galloway,Health board,36,65-79,34,2020-04-01,age,-5.6
NHS Fife,Health board,77.5,65-79,44,2020-04-01,age,-43.2
NHS Forth Valley,Health board,64.5,65-79,47,2020-04-01,age,-27.1
NHS Grampian,Health board,85.5,65-79,66,2020-04-01,age,-22.8
NHS Greater Glasgow & Clyde,Health board,233,65-79,123,2020-04-01,age,-47.2
